"","Coach","Team","Race","Net_PPA","Net_SR","Net_Stuff_Rate","Net_Pass_SR","Net_FPI","Tenure","total_sr","total_stuffs","total_pass_sr","total_ppa"
"123","Gary Andersen","Wisconsin","White",0.0360173166114386,0.0129820067056423,0.0106525182098782,-0.0124559505686306,-0.599999999999998,2,0.0259640134112846,0.0213050364197563,-0.0249119011372613,0.0720346332228771
"124","Gene Chizik","Auburn","White",-0.0271526026833986,-0.0152539281042239,-0.0184763170869505,-0.0555887420593937,-0.983333333333334,4,-0.0610157124168957,-0.0739052683478022,-0.222354968237575,-0.108610410733594
"125","Gene Chizik","Iowa State","White",-0.0140068229881819,-0.0493767803331679,0.0320859303974863,-0.0338089094026942,-9.35,2,-0.0987535606663358,0.0641718607949726,-0.0676178188053883,-0.0280136459763637
"126","Geoff Collins","Georgia Tech","White",-0.164616280519645,-0.0404346788393297,0.0521650516383642,0.0444131906659541,-13.7333333333333,3,-0.121304036517989,0.156495154915093,0.133239571997862,-0.493848841558935
"127","Geoff Collins","Temple","White",-0.0125118734657828,-0.0203236301378206,0.00927023809877739,0.0220698264974798,-5.93333333333333,2,-0.0406472602756413,0.0185404761975548,0.0441396529949597,-0.0250237469315656
"128","Greg McMackin","Hawai'i","White",-0.0391589104901701,-0.0318649400249262,0.0385174236287003,-0.0308812301500492,NA,4,-0.127459760099705,0.154069694514801,-0.123524920600197,-0.156635641960681
"129","Gus Malzahn","Arkansas State","White",0.0196760235522105,0.0335250458645774,-0.0107404524069538,-0.0318747042726235,7.73333333333333,1,0.0335250458645774,-0.0107404524069538,-0.0318747042726235,0.0196760235522105
"130","Gus Malzahn","Auburn","White",0.110155239669234,0.0645499774439727,-0.0300341369113434,0.0787173304056578,9.25416666666667,8,0.516399819551781,-0.240273095290747,0.629738643245263,0.881241917353875
"131","Gus Malzahn","UCF","White",-0.0982118387079502,-0.0160239363909561,0.0288804873957851,-0.0214188487015994,-9.73333333333333,1,-0.0160239363909561,0.0288804873957851,-0.0214188487015994,-0.0982118387079502
"132","Guy Morriss","Baylor","White",-0.00626046155859528,-0.0321772101317648,0.0472272024388405,0.0133355209724279,-5.2,2,-0.0643544202635296,0.094454404877681,0.0266710419448557,-0.0125209231171906
"133","Hal Mumme","New Mexico State","White",0.111651653813512,0.0873592414437028,-0.00671905790315031,0.194446812659174,NA,3,0.262077724331108,-0.0201571737094509,0.583340437977522,0.334954961440536
"134","Herm Edwards","Arizona State","Black",0.151665137846479,0.04223530901924,0.0353416708119284,0.0146994379135972,3.04166666666667,4,0.16894123607696,0.141366683247714,0.0587977516543887,0.606660551385917
"135","Houston Nutt","Arkansas","White",0.115772959259528,0.0647531267338425,-0.0314765127545911,0.12308912057255,6.2,2,0.129506253467685,-0.0629530255091821,0.246178241145099,0.231545918519055
"136","Houston Nutt","Ole Miss","White",0.0600772262473674,0.0688670942415343,-0.0303009262044723,0.0891974939477974,9.56666666666667,4,0.275468376966137,-0.121203704817889,0.35678997579119,0.240308904989469
"137","Hugh Freeze","Arkansas State","White",0.140694298666057,0.0830195460527917,-0.0588672220635959,0.113230896014236,6.7,1,0.0830195460527917,-0.0588672220635959,0.113230896014236,0.140694298666057
"138","Hugh Freeze","Liberty","White",0.290700937298957,0.106488580456847,-0.0633983808145085,0.0506108619362593,NA,3,0.319465741370542,-0.190195142443526,0.151832585808778,0.872102811896872
"139","Hugh Freeze","Ole Miss","White",0.12984906425205,0.0499768927637467,-0.0258597709896185,0.0323953448882079,12.84,5,0.249884463818734,-0.129298854948093,0.16197672444104,0.649245321260251
"140","Jake Spavital","Texas State","White",-0.0134609631889581,-0.0303312826545348,-0.0114372772598395,-0.0426575859198625,8.33333333333333,3,-0.0909938479636043,-0.0343118317795184,-0.127972757759587,-0.0403828895668744
"141","James Franklin","Penn State","Black",0.0679166955205757,0.0199687736303812,0.0299382074648862,0.0478179672279933,7.39166666666667,8,0.159750189043049,0.23950565971909,0.382543737823946,0.543333564164606
"142","James Franklin","Vanderbilt","Black",0.12174489226908,0.0615853048080731,-0.0452575175713456,0.0915654204114985,9.56666666666667,3,0.184755914424219,-0.135772552714037,0.274696261234495,0.365234676807239
"143","Jamey Chadwell","Coastal Carolina","White",0.26992349130469,0.114170109195434,-0.0350758817375177,0.160609644445589,NA,3,0.342510327586303,-0.105227645212553,0.481828933336766,0.809770473914071
"144","Jason Candle","Toledo","White",0.0400657072230586,-0.00460951191143882,0.0390529442779382,0.0339576906311653,-4.8,6,-0.0276570714686329,0.234317665667629,0.203746143786992,0.240394243338351
"145","Jay Hopson","Southern Mississippi","White",0.0775872927214728,0.055866018107334,-0.0472537106344653,0.0631490898625126,NA,5,0.27933009053667,-0.236268553172326,0.315745449312563,0.387936463607364
"146","Jay Norvell","Nevada","Black",0.0553859679339972,0.0185168616197295,0.0215281959614236,0.0250154056321302,-0.0333333333333341,5,0.0925843080986474,0.107640979807118,0.125077028160651,0.276929839669986
"147","Jedd Fisch","Arizona","White",-0.114033035283514,0.00188060545591678,0.0179339565955182,0.0169176246731157,-8.76666666666667,1,0.00188060545591678,0.0179339565955182,0.0169176246731157,-0.114033035283514
"148","Jeff Brohm","Purdue","White",0.119916854042237,0.0658505440367377,0.0391650073580043,0.0827878813559461,10.5,5,0.329252720183689,0.195825036790022,0.413939406779731,0.599584270211183
"149","Jeff Brohm","Western Kentucky","White",0.0914455541967427,0.0310251658838783,0.0399665404923548,0.0201608690407158,NA,3,0.093075497651635,0.119899621477065,0.0604826071221474,0.274336662590228
"150","Jeff Hafley","Boston College","White",-0.0197006821027166,-0.00875461177215781,0.0277853867568243,0.036371848732138,-3.08333333333333,2,-0.0175092235443156,0.0555707735136487,0.072743697464276,-0.0394013642054333
"151","Jeff Jagodzinski","Boston College","White",0.00281722865983594,-0.0090285593238833,-0.0228044850838717,-0.0614038299488338,-3.45,2,-0.0180571186477666,-0.0456089701677435,-0.122807659897668,0.00563445731967188
"152","Jeff Monken","Army","White",0.0520097557701226,0.0342557787306493,-0.00135614914231905,0.0153919934464119,7.22083333333333,8,0.274046229845195,-0.0108491931385524,0.123135947571295,0.416078046160981
"153","Jeff Quinn","Buffalo","White",0.0522703406368227,0.0651457941842638,-0.037957301008333,0.0242180367308961,-4.71333333333333,5,0.325728970921319,-0.189786505041665,0.12109018365448,0.261351703184114
"154","Jeff Scott","South Florida","White",-0.142007233514994,-0.0506078254682324,0.0402563974251138,-0.0845547541310337,NA,2,-0.101215650936465,0.0805127948502276,-0.169109508262067,-0.284014467029988
"155","Jeff Tedford","Fresno State","White",0.312296784273272,0.133176706603392,-0.0903123758119703,0.140274846356357,15.7,3,0.399530119810176,-0.270937127435911,0.420824539069072,0.936890352819815
"156","Jeff Traylor","UT San Antonio","White",0.139206125843808,0.0394217073507883,-0.00693784712025308,0.0924814837404346,NA,2,0.0788434147015765,-0.0138756942405062,0.184962967480869,0.278412251687617
"157","Jeremy Pruitt","Tennessee","White",-0.014119402267511,-0.0469480439279594,0.0408885550771235,-0.0788285901844912,-7.13333333333333,3,-0.140844131783878,0.12266566523137,-0.236485770553474,-0.0423582068025329
"158","Jerry Kill","Minnesota","White",0.0303335875679475,0.0121234727923892,-0.00611918276388029,0.0542302895409021,1.92,5,0.0606173639619462,-0.0305959138194015,0.271151447704511,0.151667937839738
"159","Jerry Kill","Northern Illinois","White",0.0755586659539601,0.0532036706580017,-0.0891533732143369,0.0643013265959663,NA,3,0.159611011974005,-0.267460119643011,0.192903979787899,0.22667599786188
"160","Jim Grobe","Baylor","White",-0.117214251773982,-0.0648730464934705,0.0381571703718604,-0.0366464706486654,-14.8333333333333,1,-0.0648730464934705,0.0381571703718604,-0.0366464706486654,-0.117214251773982
"161","Jim Harbaugh","Michigan","White",0.112339925689555,0.0790478704188501,-0.078337790062292,0.0662684293058626,5.80952380952381,7,0.553335092931951,-0.548364530436044,0.463879005141038,0.786379479826886
"162","Jim Harbaugh","Stanford","White",0.159937904759039,0.0654342587761582,-0.117848864935086,0.0639474793541236,11.5,4,0.261737035104633,-0.471395459740344,0.255789917416494,0.639751619036158
"163","Jim L. Mora","UCLA","White",0.080840402820845,0.0335354493148289,0.0467695336295662,0.0574190112127741,9.35,6,0.201212695888974,0.280617201777397,0.344514067276645,0.48504241692507
"164","Jim McElwain","Central Michigan","White",0.0790256755280706,0.0599344810074483,-0.0875780960890911,0.0460945264412633,NA,3,0.179803443022345,-0.262734288267273,0.13828357932379,0.237077026584212
"165","Jim McElwain","Colorado State","White",0.164975118126216,0.074854440771284,0.0110584220619337,0.110343267620051,9.33333333333333,3,0.224563322313852,0.0331752661858012,0.331029802860154,0.494925354378649
"166","Jim McElwain","Florida","White",0.0395808768157667,0.007079539190402,-0.0215003184439073,-0.00277740796364306,-4.63333333333333,3,0.021238617571206,-0.064500955331722,-0.00833222389092919,0.1187426304473
"167","Jimbo Fisher","Florida State","White",0.102344183729714,0.0262480584955497,0.0335807856134229,0.029731884389449,NA,8,0.209984467964397,0.268646284907383,0.237855075115592,0.818753469837711
"168","Jimbo Fisher","Texas A&M","White",0.0708856314623647,0.0794539434804936,0.0133140413998913,0.0517606561014771,3.05,4,0.317815773921974,0.053256165599565,0.207042624405908,0.283542525849459
"169","Jimmy Lake","Washington","Black",-0.15268701414565,-0.0912543654765688,0.00805237816280741,-0.0289158958818573,-13.6333333333333,2,-0.182508730953138,0.0161047563256148,-0.0578317917637147,-0.3053740282913
"170","Joe Moorhead","Mississippi State","White",0.0849873600731384,0.010491332525069,-0.035857360184773,-0.0418731588544914,NA,2,0.020982665050138,-0.0717147203695461,-0.0837463177089829,0.169974720146277
"171","Joey Jones","South Alabama","White",-0.0170522135863856,-0.0728961325468487,-0.00478213198239993,0.00672067206058397,NA,6,-0.437376795281092,-0.0286927918943996,0.0403240323635038,-0.102313281518314
"172","John Bonamego","Central Michigan","White",-0.00299055149821012,-0.0287789047025822,-0.000231996404062157,-0.0270379018108423,NA,4,-0.115115618810329,-0.000927985616248628,-0.108151607243369,-0.0119622059928405
"173","John L. Smith","Arkansas","White",-0.0859067706509212,0.0138389781953302,-0.0647861559129966,-0.0437045249038882,-13.7666666666667,1,0.0138389781953302,-0.0647861559129966,-0.0437045249038882,-0.0859067706509212
"174","Joker Phillips","Kentucky","Black",-0.0395465228869049,-0.057339364272444,0.0468309352269948,-0.0450540571974979,-7.1,3,-0.172018092817332,0.140492805680984,-0.135162171592494,-0.118639568660715
"175","Jon Embree","Colorado","Black",-0.115982972708631,-0.0523066476179533,-0.0147245760838285,-0.0199923739418446,-11.3666666666667,2,-0.104613295235907,-0.0294491521676569,-0.0399847478836892,-0.231965945417263
"176","Jonathan Smith","Oregon State","White",0.090080604384005,0.0622948180403731,-0.0304990231492923,0.0622254061513952,NA,4,0.249179272161492,-0.121996092597169,0.248901624605581,0.36032241753602
"177","Josh Heupel","Tennessee","White",0.137740960860402,0.115777642612158,-0.0928627333615005,0.0751011287112104,5.3,1,0.115777642612158,-0.0928627333615005,0.0751011287112104,0.137740960860402
"178","Josh Heupel","UCF","White",0.179890406432752,0.0467757090627713,-0.0790957063216781,0.037306743733554,13.8666666666667,3,0.140327127188314,-0.237287118965034,0.111920231200662,0.539671219298255
"179","June Jones","SMU","White",-0.00070075802519981,-0.00453277262387991,0.0165917979428437,2.9345743175313e-05,2.2952380952381,7,-0.0317294083671594,0.116142585599906,0.000205420202227191,-0.00490530617639867
"180","Justin Fuente","Memphis","White",0.162715879300074,0.0919652945632607,-0.0763028853943512,0.111712555471513,18.4333333333333,4,0.367861178253043,-0.305211541577405,0.446850221886054,0.650863517200296
"181","Justin Fuente","Virginia Tech","White",-0.00968578805999819,-0.00884147563042098,-0.0107559108403776,-0.00652861180281655,NA,6,-0.0530488537825259,-0.0645354650422658,-0.0391716708168993,-0.0581147283599892
"182","Justin Wilcox","California","White",-0.00742969478663857,-0.035392834764,0.00525504885324629,-0.0608437219691252,NA,5,-0.17696417382,0.0262752442662315,-0.304218609845626,-0.0371484739331929
"183","Kalani Sitake","BYU","Other",-0.0163696589050008,-0.0151827240703108,0.044525295159971,-0.0312761963186663,-4.73333333333333,6,-0.0910963444218648,0.267151770959826,-0.187657177911998,-0.0982179534300046
"184","Kalen DeBoer","Fresno State","White",-0.0333193577754327,0.0362549975978744,0.0269464661877494,0.0812781521737864,-5.18333333333333,2,0.0725099951957489,0.0538929323754989,0.162556304347573,-0.0666387155508654
"185","Kane Wommack","South Alabama","White",0.148294982444766,0.0975181504434078,-0.000891129429843457,0.161419142650648,6.1,1,0.0975181504434078,-0.000891129429843457,0.161419142650648,0.148294982444766
"186","Karl Dorrell","Colorado","Black",-0.00827589873841991,0.0026034564599855,-0.0418148328961044,-0.0596693502388698,-1.16666666666667,2,0.005206912919971,-0.0836296657922089,-0.11933870047774,-0.0165517974768398
"187","Ken Niumatalolo","Navy","Other",-0.0309518715971318,-0.0238769008543345,0.0291516378761721,-0.0117091634276961,0.252380952380953,14,-0.334276611960683,0.408122930266409,-0.163928287987745,-0.433326202359845
"188","Kevin Sumlin","Arizona","Black",-0.0725516257998346,-0.0302482028728434,-0.00662323743712437,-0.0151151193768252,-5.33333333333333,3,-0.0907446086185302,-0.0198697123113731,-0.0453453581304757,-0.217654877399504
"189","Kevin Sumlin","Houston","Black",0.0633199856483276,0.0131405752308816,-0.0150762104262799,0.0293373516418473,6.19166666666667,4,0.0525623009235263,-0.0603048417051196,0.117349406567389,0.25327994259331
"190","Kevin Sumlin","Texas A&M","Black",-0.00422050136736587,-0.0219285378551778,-0.0113705167658802,0.0133091969455409,3.63333333333333,6,-0.131571227131067,-0.068223100595281,0.0798551816732453,-0.0253230082041952
"191","Kevin Wilson","Indiana","White",0.0674232157124075,0.0406296958003652,-0.0399505961100963,0.0406942125617401,5.4,6,0.243778174802191,-0.239703576660578,0.244165275370441,0.404539294274445
"192","Kirby Smart","Georgia","White",0.0320744973144205,0.00478782044664416,-0.0016980572818435,-0.0392182430209564,2.85,6,0.028726922679865,-0.010188343691061,-0.235309458125739,0.192446983886523
"193","Kliff Kingsbury","Texas Tech","White",-0.0360743027487673,-0.0416960121729488,0.00318719558653549,-0.045114606809577,0.533333333333333,6,-0.250176073037693,0.0191231735192129,-0.270687640857462,-0.216445816492604
"194","Kyle Flood","Rutgers","White",-0.0231401986696679,0.0030965445315797,0.00779872677434568,0.00924294026910327,-2.33333333333333,4,0.0123861781263188,0.0311949070973827,0.0369717610764131,-0.0925607946786715
"195","Lance Leipold","Buffalo","White",0.0516231469006714,-0.00679273374985362,0.0055897441266701,0.0317968955087333,1.58333333333333,6,-0.0407564024991217,0.0335384647600206,0.1907813730524,0.309738881404028
"196","Lance Leipold","Kansas","White",-0.144532425739546,-0.050050243917222,-0.0044891194807038,-0.0172751322533919,-5.83333333333333,1,-0.050050243917222,-0.0044891194807038,-0.0172751322533919,-0.144532425739546
"197","Lane Kiffin","Florida Atlantic","White",0.246455448084137,0.100560406429708,-0.0469982142204816,0.0525647759192791,NA,3,0.301681219289125,-0.140994642661445,0.157694327757837,0.73936634425241
"198","Lane Kiffin","Ole Miss","White",-0.00275201798704658,-0.0218260853180298,-0.00798106833290257,0.0064765479018386,5.28333333333333,2,-0.0436521706360596,-0.0159621366658051,0.0129530958036772,-0.00550403597409316
"199","Lane Kiffin","Tennessee","White",0.0494530217972668,0.0116712655585247,-0.0414928578333759,0.0511769791805369,0.966666666666667,1,0.0116712655585247,-0.0414928578333759,0.0511769791805369,0.0494530217972668
"200","Lane Kiffin","USC","White",-0.111596595261421,-0.0711078577084963,0.0876248766457695,-0.0524899442939236,-7.44166666666667,4,-0.284431430833985,0.350499506583078,-0.209959777175694,-0.446386381045685
"201","Larry Fedora","North Carolina","White",-0.0542893916249361,-0.0169513701520663,0.0371470264129822,0.00514872869766547,NA,7,-0.118659591064464,0.260029184890876,0.0360411008836583,-0.380025741374553
"202","Larry Fedora","Southern Mississippi","White",0.0615325241643646,0.040660072682543,-0.0399070605223159,0.0251430971269586,NA,4,0.162640290730172,-0.159628242089263,0.100572388507834,0.246130096657458
"203","Larry Porter","Memphis","Black",-0.0495191435877988,-0.0743249392084234,0.0385149944377709,-0.0591748156204371,-14.9,2,-0.148649878416847,0.0770299888755419,-0.118349631240874,-0.0990382871755976
"204","Les Miles","Kansas","White",-0.0410569163475132,-0.0238304331297979,0.0966332753116156,-0.00918727964977467,-2.58333333333333,2,-0.0476608662595959,0.193266550623231,-0.0183745592995493,-0.0821138326950264
"205","Lincoln Riley","Oklahoma","White",0.0432552314320826,0.0227862288340705,-0.0141072018840953,0.0132060215515473,-1.45333333333333,5,0.113931144170352,-0.0705360094204764,0.0660301077577363,0.216276157160413
"206","Lovie Smith","Illinois","Black",-0.0792233148300519,-0.0549868594207077,0.0129692514146958,-0.100779386540848,-5.17333333333333,5,-0.274934297103538,0.064846257073479,-0.50389693270424,-0.396116574150259
"207","Luke Fickell","Cincinnati","White",0.136001159745502,0.0592480422331227,-0.0183966161331253,0.0480194875371514,5.70666666666667,5,0.296240211165614,-0.0919830806656265,0.240097437685757,0.680005798727512
"208","Luke Fickell","Ohio State","White",-0.0784357583964155,-0.0537313117455548,-0.0320235855925267,-0.13992330593826,NA,1,-0.0537313117455548,-0.0320235855925267,-0.13992330593826,-0.0784357583964155
"209","Mack Brown","North Carolina","White",0.146738862282595,0.0654601435754878,-0.029054240707724,0.0453724761931823,NA,3,0.196380430726463,-0.0871627221231721,0.136117428579547,0.440216586847785
"210","Major Applewhite","Houston","White",-0.0367104190644889,-0.0597758889643997,0.0217832692649665,-0.0471856290807881,-7.58333333333333,2,-0.119551777928799,0.043566538529933,-0.0943712581615762,-0.0734208381289779
"211","Manny Diaz","Miami","Other",-0.0914906687643638,-0.015772937382284,0.0381004580582532,0.00253646081923881,-5.6,3,-0.0473188121468519,0.11430137417476,0.00760938245771642,-0.274472006293091
"212","Marcus Arroyo","UNLV","White",-0.0806442984911235,-0.0471183614764963,0.00245247051466244,-0.0284448964959822,-3.15,2,-0.0942367229529926,0.00490494102932487,-0.0568897929919644,-0.161288596982247
"213","Mario Cristobal","Florida International","Other",0.167070726302869,0.112575348144055,-0.111672713306408,0.0941514384432564,NA,6,0.675452088864332,-0.670036279838446,0.564908630659538,1.00242435781721
"214","Mario Cristobal","Oregon","Other",0.0843376058179778,0.0394499990729056,-0.0182391245541902,0.0393290812322851,4.44166666666667,4,0.157799996291622,-0.0729564982167606,0.15731632492914,0.337350423271911
"215","Mark Dantonio","Michigan State","White",0.021431538301095,0.00822672012157172,-0.0349735269585418,0.0062818592330573,NA,13,0.106947361580432,-0.454655850461043,0.0816641700297449,0.278609997914235
"216","Mark Helfrich","Oregon","White",-0.0404785713004388,-0.0297144738574949,-0.00980337309616741,-0.0325662448661434,-8.15833333333333,4,-0.118857895429979,-0.0392134923846696,-0.130264979464574,-0.161914285201755
"217","Mark Hudspeth","Louisiana","White",0.0316502594175135,0.0463767016743605,-0.048810666829972,0.0115203409030395,4.89047619047619,7,0.324636911720523,-0.341674667809804,0.0806423863212768,0.221551815922594
"218","Mark Richt","Miami","White",0.0952163044782341,0.0358094499150478,-0.0917203176632766,0.0122716406467487,4.63333333333333,3,0.107428349745143,-0.27516095298983,0.036814921940246,0.285648913434702
"219","Mark Stoops","Kentucky","White",0.0742096146744702,0.022050212665947,-0.0196644152102099,-0.0124390015753587,5.75555555555556,9,0.198451913993523,-0.176979736891889,-0.111951014178228,0.667886532070232
"220","Mark Whipple","UMass","White",0.0817222490446529,0.0184054136403383,-0.02667495859442,0.0199031360423309,NA,5,0.0920270682016916,-0.1333747929721,0.0995156802116545,0.408611245223265
"221","Matt Campbell","Iowa State","White",0.182756804946845,0.0893918296738589,-0.0395325773751655,0.113405413606221,12.4666666666667,6,0.536350978043154,-0.237195464250993,0.680432481637327,1.09654082968107
"222","Matt Campbell","Toledo","White",0.0187750600986847,0.0377815671613158,-0.0438334703379162,-0.022375251867517,5.76666666666667,4,0.151126268645263,-0.175333881351665,-0.089501007470068,0.075100240394739
"223","Matt Canada","Maryland","White",0.16436445959157,0.0348839511495017,0.0210746068818675,0.0140161172497807,7.56666666666667,1,0.0348839511495017,0.0210746068818675,0.0140161172497807,0.16436445959157
"224","Matt Luke","Ole Miss","White",-0.0966653173084005,-0.0507421248387466,0.0251171080028369,-0.0566447891220515,-14.9333333333333,3,-0.15222637451624,0.0753513240085107,-0.169934367366154,-0.289995951925201
"225","Matt Rhule","Baylor","White",-0.1646966304742,-0.0848964694224294,0.0911983019038979,-0.108799704644064,-14.1,3,-0.254689408267288,0.273594905711694,-0.326399113932191,-0.4940898914226
"226","Matt Rhule","Temple","White",0.0607622390327672,0.0325641391428256,-0.0366727984563069,0.0153371900627181,2.075,4,0.130256556571303,-0.146691193825228,0.0613487602508722,0.243048956131069
"227","Matt Viator","Louisiana Monroe","White",-0.0736592523877613,-0.0241215469553883,0.0141901515245068,-0.0405472392997133,NA,5,-0.120607734776942,0.0709507576225341,-0.202736196498567,-0.368296261938807
"228","Matt Wells","Texas Tech","White",-0.0372726196286673,-0.00292017156260715,-0.0368583901432525,-0.030932880417898,-4.33333333333333,3,-0.00876051468782146,-0.110575170429758,-0.092798641253694,-0.111817858886002
"229","Matt Wells","Utah State","White",0.0247214172525744,0.0198145801458727,0.0121995648200288,0.0271326531414806,3.86666666666667,6,0.118887480875236,0.0731973889201727,0.162795918848883,0.148328503515447
"230","Maurice Linguist","Buffalo","Black",-0.279607023499583,-0.0676626827670673,-0.0333184485814083,-0.0798957889131898,-8.86666666666667,1,-0.0676626827670673,-0.0333184485814083,-0.0798957889131898,-0.279607023499583
"231","Mel Tucker","Colorado","Black",-0.101661375437781,-0.057263551349778,-0.0253058142921682,-0.106797601440134,-6.23333333333333,1,-0.057263551349778,-0.0253058142921682,-0.106797601440134,-0.101661375437781
"232","Mel Tucker","Michigan State","Black",-0.0327710798237388,-0.0695171015212828,0.0351404046663864,-0.0516370163514992,NA,2,-0.139034203042566,0.0702808093327729,-0.103274032702998,-0.0655421596474775
"233","Michael Haywood","Miami (OH)","Black",0.140145941305222,0.0482624189279027,-0.0396744711489456,0.0615684621637097,-0.750000000000002,2,0.0965248378558053,-0.0793489422978912,0.123136924327419,0.280291882610444
"234","Mike Bloomgren","Rice","White",0.0672567460737937,-0.00201606861897796,-0.00981593134621178,0.0506540065671122,1.66666666666667,4,-0.00806427447591185,-0.0392637253848471,0.202616026268449,0.269026984295175
"235","Mike Bobo","Colorado State","White",-0.0771293417291943,-0.0101487968912324,-0.0306371806460971,-0.00953880155117121,-3.06666666666667,5,-0.0507439844561619,-0.153185903230485,-0.047694007755856,-0.385646708645971
"236","Mike Houston","East Carolina","White",0.0818573616005929,0.031533207534629,-0.0182494259686105,0.0318630219563525,NA,3,0.094599622603887,-0.0547482779058314,0.0955890658690575,0.245572084801779
"237","Mike Jinks","Bowling Green","Black",-0.293958210332108,-0.098558064123255,0.0727259997960338,-0.069791639988091,-18.7666666666667,3,-0.295674192369765,0.218177999388101,-0.209374919964273,-0.881874630996324
"238","Mike Leach","Mississippi State","White",-0.157891981260155,-0.0210119008479652,0.037931947334578,0.0269565447046167,NA,2,-0.0420238016959303,0.0758638946691559,0.0539130894092333,-0.31578396252031
"239","Mike Leach","Texas Tech","White",-0.0700120463242368,-0.00967850266786457,-0.0257697049861051,-0.0074014326349599,-0.366666666666665,1,-0.00967850266786457,-0.0257697049861051,-0.0074014326349599,-0.0700120463242368
"240","Mike Leach","Washington State","White",0.153786001287105,0.129848146579202,-0.0927915234752501,0.120641581450818,NA,8,1.03878517263362,-0.742332187802001,0.965132651606541,1.23028801029684
"241","Mike Locksley","Maryland","Black",0.00218511152378262,0.0406554815776712,-0.0270794611817084,0.0740208130939609,-1.1,3,0.121966444733014,-0.0812383835451251,0.222062439281883,0.00655533457134785
"242","Mike Locksley","New Mexico","Black",-0.153085714910918,-0.112863398896133,0.0667219660499856,-0.109535934280847,-20.1,3,-0.338590196688398,0.200165898149957,-0.328607802842542,-0.459257144732753
"243","Mike London","Virginia","Black",0.0278072918163734,0.0267709412747688,-0.12764020365894,0.0331781561175914,NA,6,0.160625647648613,-0.765841221953639,0.199068936705548,0.16684375089824
"244","Mike MacIntyre","Colorado","White",0.0777134065368931,0.0686747716961433,0.0303855668598154,0.111168875791018,8.98333333333333,6,0.41204863017686,0.182313401158892,0.667013254746111,0.466280439221359
"245","Mike MacIntyre","San José State","White",0.0976305500734174,0.0419282879666359,-0.0940660618389179,0.0316399486181634,NA,3,0.125784863899908,-0.282198185516754,0.0949198458544901,0.292891650220252
